year,site,latitude,longitude,month,airT,precip,snowDepth,SWE,streamFlow
2005,Stump Lakes,37.47621,-107.63295,1,62,12.1,48,11.6,121.60
2005,Stump Lakes,37.47621,-107.63295,2,12,5.8,84,23.7,134.00
2005,Stump Lakes,37.47621,-107.63295,3,6,5.2,89,29.5,255.30
2005,Stump Lakes,37.47621,-107.63295,4,1,4.9,97,34.7,1072.00
2005,Stump Lakes,37.47621,-107.63295,5,24,1.8,76,35,2382.00
2005,Upper San Juan,37.48576,-106.83535,1,23,23.6,47,15.1,121.60
2005,Upper San Juan,37.48576,-106.83535,2,14,11.1,83,38.7,134.00
2005,Upper San Juan,37.48576,-106.83535,3,25,4,105,49.8,255.30
2005,Upper San Juan,37.48576,-106.83535,4,0,4.2,129,53.2,1072.00
2005,Upper San Juan,37.48576,-106.83535,5,22,2.2,103,50.6,2382.00
2006,Mancos,37.43087,-108.16954,1,25,3.2,11,1.9,50.40
2006,Mancos,37.43087,-108.16954,2,18,0.4,23,5.1,45.60
2006,Mancos,37.43087,-108.16954,3,29,5,17,5.5,69.80
2006,Mancos,37.43087,-108.16954,4,28,2.7,30,10.5,524.60
2006,Mancos,37.43087,-108.16954,5,34,0.5,1,0,1008.00
2006,Spring Creek,42.52516,-110.66148,1,20,8.7,69,14.9,53.00
2006,Spring Creek,42.52516,-110.66148,2,17,3.8,87,23.6,50.50
2006,Spring Creek,42.52516,-110.66148,3,22,4,88,27.4,75.40
2006,Spring Creek,42.52516,-110.66148,4,35,3.9,93,31.4,285.30
2006,Spring Creek,42.52516,-110.66148,5,43,1.2,74,33.9,906.60
2006,Lost Dog,40.81588,-106.74835,1,29,5.9,182,14.3,138.20
2006,Lost Dog,40.81588,-106.74835,2,21,3.3,70,20.2,122.60
2006,Lost Dog,40.81588,-106.74835,3,24,4.5,65,23.5,180.20
2006,Lost Dog,40.81588,-106.74835,4,34,2.9,67,28,1044.00
2006,Lost Dog,40.81588,-106.74835,5,36,2.2,39,21,2236.00
2006,Mineral Creek,37.84747,-107.72657,1,29,2.5,22,5.1,24.80
2006,Mineral Creek,37.84747,-107.72657,2,11,1.7,36,7.6,22.00
2006,Mineral Creek,37.84747,-107.72657,3,33,4.6,32,8.9,29.40
2006,Mineral Creek,37.84747,-107.72657,4,34,2.3,49,13.5,56.00
2006,Mineral Creek,37.84747,-107.72657,5,34,0.7,21,6.3,282.10
2006,Beaver Creek,39.59917,-106.51142,1,25,1.2,25,5.8,4.26
2006,Gardner Peak,37.40083,-113.45988,1,30,1.9,10,2.4,123.00
2006,Gardner Peak,37.40083,-113.45988,2,32,0.9,18,4.2,126.80
2006,Gardner Peak,37.40083,-113.45988,3,30,7.7,16,4.6,303.00
2006,Gardner Peak,37.40083,-113.45988,4,41,1.8,41,12.3,370.50
2006,Gardner Peak,37.40083,-113.45988,5,52,0.5,3,1.6,224.10
2006,Beaver Creek,39.59917,-106.51142,2,22,0.8,39,8.5,4.24
2006,Beaver Creek,39.59917,-106.51142,3,29,1.1,35,9.6,4.19
2006,Beaver Creek,39.59917,-106.51142,4,40,1,37,11.8,9.10
2006,Beaver Creek,39.59917,-106.51142,5,45,0.8,0,0,30.00
2006,Mc Clure Pass,39.07813,-107.14389,1,32,3.5,30,7.8,61.40
2006,Mc Clure Pass,39.07813,-107.14389,2,26,2.3,40,11.3,58.80
2006,Mc Clure Pass,39.07813,-107.14389,3,38,6.2,38,13.6,78.10
2006,Mc Clure Pass,39.07813,-107.14389,4,35,2.7,44,19.8,352.60
2006,Mc Clure Pass,39.07813,-107.14389,5,39,1.5,14,6.7,1005.00
2006,Divide Peak,41.30398,-107.15241,1,23,3.6,34,9.1,31.50
2006,Divide Peak,41.30398,-107.15241,2,20,2.3,45,12.7,33.80
2006,Divide Peak,41.30398,-107.15241,3,27,4.4,47,15,47.80
2006,Divide Peak,41.30398,-107.15241,4,39,3.2,57,19.4,541.70
2006,Divide Peak,41.30398,-107.15241,5,48,1.1,29,13.9,1234.00
2006,Wolf Creek Summit,37.47922,-106.8017,1,24,3.8,24,4.4,50.40
2006,Wolf Creek Summit,37.47922,-106.8017,2,20,2.5,38,7.7,45.60
2006,Wolf Creek Summit,37.47922,-106.8017,3,33,10.7,39,10.1,69.80
2006,Wolf Creek Summit,37.47922,-106.8017,4,31,5.9,77,20.8,524.60
2006,Wolf Creek Summit,37.47922,-106.8017,5,36,0.7,58,25.7,1008.00
2006,El Diente Park,37.78617,-108.02155,1,29,2.5,21,4.1,58.90
2006,El Diente Park,37.78617,-108.02155,2,13,1.3,32,6.1,53.50
2006,El Diente Park,37.78617,-108.02155,3,32,6.8,28,7.3,60.60
2006,El Diente Park,37.78617,-108.02155,4,31,3.6,47,14.1,171.80
2006,El Diente Park,37.78617,-108.02155,5,34,1.2,13,4.8,672.20
2006,Lake Irene ,40.41432,-105.8198,1,19,2.2,50,13.2,11.95
2006,Lake Irene ,40.41432,-105.8198,2,15,1.9,62,17.7,10.83
2006,Lake Irene ,40.41432,-105.8198,3,21,1.3,61,21.1,12.65
2006,Lake Irene ,40.41432,-105.8198,4,34,0.9,70,24.8,30.51
2006,Lake Irene ,40.41432,-105.8198,5,37,1.6,51,21.5,99.58
2006,Lakefork #1,40.59709,-110.43316,1,21,2.2,34,5.4,26.10
2006,Lakefork #1,40.59709,-110.43316,2,19,1.8,36,7.1,26.00
2006,Lakefork #1,40.59709,-110.43316,3,20,4.5,43,8.7,26.00
2006,Lakefork #1,40.59709,-110.43316,4,26,2.1,59,13.2,48.20
2006,Lakefork #1,40.59709,-110.43316,5,26,0.9,33,10.4,457.20
2006,Copper Mountain,39.48954,-106.17095,1,20,1.8,43,9.6,14.61
2006,Copper Mountain,39.48954,-106.17095,2,16,1.6,53,13.2,19.39
2006,Copper Mountain,39.48954,-106.17095,3,23,1.3,53,16,23.34
2006,Copper Mountain,39.48954,-106.17095,4,35,1.6,56,17.5,42.50
2006,Copper Mountain,39.48954,-106.17095,5,37,0.6,29,10.5,199.07
2006,Phantom Valley ,40.39937,-105.84757,1,19,2.2,50,13.2,11.95
2006,Phantom Valley ,40.39937,-105.84757,2,15,1.9,62,17.7,10.83
2006,Phantom Valley ,40.39937,-105.84757,3,21,1.3,61,21.1,12.65
2006,Phantom Valley ,40.39937,-105.84757,4,34,0.9,70,24.8,30.51
2006,Phantom Valley ,40.39937,-105.84757,5,37,1.6,51,21.5,99.58
2006,Brown Duck,40.58102,-110.58587,1,21,3.9,53,10.1,26.10
2006,Brown Duck,40.58102,-110.58587,2,19,3.2,57,14,26.00
2006,Brown Duck,40.58102,-110.58587,3,16,5.9,62,17.2,26.00
2006,Brown Duck,40.58102,-110.58587,4,25,3.3,85,23.1,48.20
2006,Brown Duck,40.58102,-110.58587,5,27,0.8,59,22.6,457.20
2006,Harris Flat ,37.48997,-112.57602,1,26,1.5,3,0.5,8.49
2006,Harris Flat ,37.48997,-112.57602,2,29,1.7,5,1.4,5.94
2006,Harris Flat ,37.48997,-112.57602,3,30,4.8,0,0,15.80
2006,Harris Flat ,37.48997,-112.57602,4,41,0.8,6,2.8,13.80
2006,Harris Flat ,37.48997,-112.57602,5,50,0.3,0,0,5.17
2006,Lone Cone,37.89183,-108.19544,1,30,3.3,22,4.1,4.35
2006,Lone Cone,37.89183,-108.19544,2,13,1.3,35,7.4,3.96
2006,Lone Cone,37.89183,-108.19544,3,34,4.8,30,8.5,4.20
2006,Lone Cone,37.89183,-108.19544,4,32,2.9,12,13,15.70
2006,Lone Cone,37.89183,-108.19544,5,33,0.2,1,0,44.20
2006,Stump Lakes,37.47621,-107.63295,1,26,2.2,21,3.5,50.40
2006,Stump Lakes,37.47621,-107.63295,2,17,1.1,29,5.5,45.60
2006,Stump Lakes,37.47621,-107.63295,3,30,5.6,31,6.6,69.80
2006,Stump Lakes,37.47621,-107.63295,4,28,2.1,53,12.1,524.60
2006,Stump Lakes,37.47621,-107.63295,5,33,0.6,31,10.7,1008.00
2006,Gunsight,43.38332,-109.87815,1,42,0.8,0,0,53.00
2006,Gunsight,43.38332,-109.87815,2,48,2.1,0,0,50.50
2006,Gunsight,43.38332,-109.87815,3,40,2.4,0,0,75.40
2006,Gunsight,43.38332,-109.87815,4,43,2.3,0,0,285.30
2006,Gunsight,43.38332,-109.87815,5,31,2.5,5,0.6,906.60
2006,Bison Lake ,39.76487,-107.35681,1,20,2.6,197,14,1548.67
2006,Bison Lake ,39.76487,-107.35681,2,16,1.9,68,18.8,1428.67
2006,Bison Lake ,39.76487,-107.35681,3,20,4.2,65,21.8,1816.67
2006,Bison Lake ,39.76487,-107.35681,4,32,4.6,91,29.5,2991.33
2006,Bison Lake ,39.76487,-107.35681,5,37,0.8,76,30.1,5836.67
2006,Elk River,40.84781,-106.96871,1,28,5.2,37,9.3,138.20
2006,Elk River,40.84781,-106.96871,2,18,3.3,49,14.5,122.60
2006,Elk River,40.84781,-106.96871,3,22,3.4,46,17.8,180.20
2006,Elk River,40.84781,-106.96871,4,35,2.1,50,20.9,1044.00
2006,Elk River,40.84781,-106.96871,5,29,1.2,12,6.1,2236.00
2006,Lizard Head Pass,37.79926,-107.92426,1,29,2.2,25,5.5,58.90
2006,Lizard Head Pass,37.79926,-107.92426,2,11,0.6,35,7.7,53.50
2006,Lizard Head Pass,37.79926,-107.92426,3,31,4.9,32,8.1,60.60
2006,Lizard Head Pass,37.79926,-107.92426,4,31,1.4,45,13,171.80
2006,Lizard Head Pass,37.79926,-107.92426,5,33,1.3,16,5.4,672.20
2006,Little Grassy,37.48631,-113.84582,1,35,1.4,1,0.4,123.00
2006,Little Grassy,37.48631,-113.84582,2,37,0.8,0,0,126.80
2006,Little Grassy,37.48631,-113.84582,3,37,5.9,0,0,303.00
2006,Little Grassy,37.48631,-113.84582,4,49,1.5,0,0,370.50
2006,Little Grassy,37.48631,-113.84582,5,61,0,0,0,224.10
2006,Schofield Pass,39.01522,-107.04877,1,27,5.9,61,15.6,61.40
2006,Schofield Pass,39.01522,-107.04877,2,11,3.7,74,21.5,58.80
2006,Schofield Pass,39.01522,-107.04877,3,31,11.5,73,25.1,78.10
2006,Schofield Pass,39.01522,-107.04877,4,30,4.3,91,36.6,352.60
2006,Schofield Pass,39.01522,-107.04877,5,29,1.5,85,30.5,1005.00
2006,Tower,40.53743,-106.6768,1,26,11.1,92,27.2,138.20
2006,Tower,40.53743,-106.6768,2,16,6.4,110,38.3,122.60
2006,Tower,40.53743,-106.6768,3,26,6.6,128,44.7,180.20
2006,Tower,40.53743,-106.6768,4,26,3.9,136,51.3,1044.00
2006,Tower,40.53743,-106.6768,5,29,4.6,125,55.2,2236.00
2006,Lookout Mountain,33.36027,-107.83122,1,34,0.3,0,0,253.80
2006,Lookout Mountain,33.36027,-107.83122,2,38,0.1,0,0.1,971.00
2006,Lookout Mountain,33.36027,-107.83122,3,38,1.6,0,0,262.30
2006,Lookout Mountain,33.36027,-107.83122,4,50,0.4,0,0,142.20
2006,Lookout Mountain,33.36027,-107.83122,5,59,0,0,0,79.70
2006,Sandstone ,41.11172,-107.1706,1,24,3.6,213,7.6,31.50
2006,Sandstone ,41.11172,-107.1706,2,22,2,46,10.9,33.80
2006,Sandstone ,41.11172,-107.1706,3,29,3.8,43,12.6,47.80
2006,Sandstone ,41.11172,-107.1706,4,41,2.3,46,16.4,541.70
2006,Sandstone ,41.11172,-107.1706,5,49,1.7,9,3.6,1234.00
2006,Upper San Juan,37.48576,-106.83535,1,26,3.7,20,2.8,50.40
2006,Upper San Juan,37.48576,-106.83535,2,11,2.6,37,6.1,45.60
2006,Upper San Juan,37.48576,-106.83535,3,35,10.4,32,8,69.80
2006,Upper San Juan,37.48576,-106.83535,4,33,4.6,67,17.5,524.60
2006,Upper San Juan,37.48576,-106.83535,5,30,1.4,40,14.9,1008.00
2006,Summit ,39.71796,-106.15802,1,21,2.2,32,7.6,77.71
2006,Summit ,39.71796,-106.15802,2,17,0.9,41,10.8,96.32
2006,Summit ,39.71796,-106.15802,3,26,1,42,12.2,101.07
2006,Summit ,39.71796,-106.15802,4,37,0.8,45,14,101.00
2006,Summit ,39.71796,-106.15802,5,41,0.4,6,5.1,98.21
2006,North Lose Trail,39.07813,-107.14389,1,32,3.6,35,7.7,61.40
2006,North Lose Trail,39.07813,-107.14389,2,19,1.4,44,11.3,58.80
2006,North Lose Trail,39.07813,-107.14389,3,37,5.3,39,12.4,78.10
2006,North Lose Trail,39.07813,-107.14389,4,34,2.3,48,17.2,352.60
2006,North Lose Trail,39.07813,-107.14389,5,34,1.1,7,2.8,1005.00
2006,Red Mountain Pass,37.8918,-107.71342,1,25,4.3,183,8.7,24.80
2006,Red Mountain Pass,37.8918,-107.71342,2,11,2.6,54,12.9,22.00
2006,Red Mountain Pass,37.8918,-107.71342,3,29,7.6,50,14.8,29.40
2006,Red Mountain Pass,37.8918,-107.71342,4,28,2.9,77,22.4,56.00
2006,Red Mountain Pass,37.8918,-107.71342,5,31,0.7,52,17.6,282.10
2006,Whiskey Park,41.00289,-106.90848,1,30,8.7,67,17.1,97.70
2006,Whiskey Park,41.00289,-106.90848,2,20,6.1,87,25.8,86.60
2006,Whiskey Park,41.00289,-106.90848,3,25,9,82,31.9,109.70
2006,Whiskey Park,41.00289,-106.90848,4,35,3.4,89,40.9,1086.00
2006,Whiskey Park,41.00289,-106.90848,5,41,2.8,65,35.8,1983.00
2006,Triple Peak,42.76393,-110.5914,1,21,8.3,64,14.1,53.00
2006,Triple Peak,42.76393,-110.5914,2,19,4.1,82,22.4,50.50
2006,Triple Peak,42.76393,-110.5914,3,21,4,85,26.5,75.40
2006,Triple Peak,42.76393,-110.5914,4,36,2.3,89,30.5,285.30
2006,Triple Peak,42.76393,-110.5914,5,42,1.5,67,25.2,906.60
2006,Middle Creek,37.61978,-107.03482,1,22,3.2,15,2.8,50.40
2006,Middle Creek,37.61978,-107.03482,2,12,2.2,28,5.9,45.60
2006,Middle Creek,37.61978,-107.03482,3,28,7.9,30,7.8,69.80
2006,Middle Creek,37.61978,-107.03482,4,27,3.1,54,15.1,524.60
2006,Middle Creek,37.61978,-107.03482,5,26,0.7,30,11,1008.00
2006,Berthoud Summit ,39.80392,-105.77789,1,19,2.6,47,10.3,1.95
2006,Berthoud Summit ,39.80392,-105.77789,2,14,3.4,61,14.9,2.04
2006,Berthoud Summit ,39.80392,-105.77789,3,20,2.4,59,17.4,2.10
2006,Berthoud Summit ,39.80392,-105.77789,4,33,1.8,69,20.9,3.02
2006,Berthoud Summit ,39.80392,-105.77789,5,36,2.2,59,22.3,18.88
2006,Gros Ventre Summit ,43.38939,-110.12943,1,15,2.2,36,6.9,53.00
2006,Gros Ventre Summit ,43.38939,-110.12943,2,13,1.3,39,9.1,50.50
2006,Gros Ventre Summit ,43.38939,-110.12943,3,19,2.1,44,10.4,75.40
2006,Gros Ventre Summit ,43.38939,-110.12943,4,34,1.4,49,12.5,285.30
2006,Gros Ventre Summit ,43.38939,-110.12943,5,41,1.7,28,10.5,906.60
2006,Five Points Lake,40.71785,-110.46721,1,21,4.1,47,8.5,26.10
2006,Five Points Lake,40.71785,-110.46721,2,20,2.7,50,12.6,26.00
2006,Five Points Lake,40.71785,-110.46721,3,17,7.2,56,15.3,26.00
2006,Five Points Lake,40.71785,-110.46721,4,24,3.7,78,22.5,48.20
2006,Five Points Lake,40.71785,-110.46721,5,29,1.2,54,23,457.20
2006,Stillwater ,40.22543,-105.91977,1,25,1.6,21,3.8,1495.48
2006,Stillwater ,40.22543,-105.91977,2,23,1.4,193,5.4,1476.43
2006,Stillwater ,40.22543,-105.91977,3,27,0.4,23,9.8,1776.45
2006,Stillwater ,40.22543,-105.91977,4,39,0.6,24,7.9,3993.00
2006,Stillwater ,40.22543,-105.91977,5,43,1.5,0,0,8112.58
2006,Battle Mountain,41.05413,-107.26609,1,25,3.4,24,6.8,31.50
2006,Battle Mountain,41.05413,-107.26609,2,23,1.6,32,10.2,33.80
2006,Battle Mountain,41.05413,-107.26609,3,31,2.8,32,11.8,47.80
2006,Battle Mountain,41.05413,-107.26609,4,43,3,34,13.4,541.70
2006,Battle Mountain,41.05413,-107.26609,5,51,0.6,0,0,1234.00
2006,Dry Lake,40.53397,-106.7813,1,33,5.3,52,13.4,138.20
2006,Dry Lake,40.53397,-106.7813,2,22,3.2,64,18.7,122.60
2006,Dry Lake,40.53397,-106.7813,3,31,3.8,57,21.9,180.20
2006,Dry Lake,40.53397,-106.7813,4,31,3.5,56,24.6,1044.00
2006,Dry Lake,40.53397,-106.7813,5,34,2.7,21,10.8,2236.00
2006,Silver Creek Divide,33.37106,-108.70618,1,31,0.6,1,0,253.80
2006,Silver Creek Divide,33.37106,-108.70618,2,34,0.3,2,0.6,971.00
2006,Silver Creek Divide,33.37106,-108.70618,3,32,3.3,0,0.6,262.30
2006,Silver Creek Divide,33.37106,-108.70618,4,42,0.3,4,2.8,142.20
2006,Silver Creek Divide,33.37106,-108.70618,5,54,0,2,0,79.70
2006,Blind Bull,42.964,-110.60973,1,19,7,63,13.3,53.00
2006,Blind Bull,42.964,-110.60973,2,16,4.3,79,20.3,50.50
2006,Blind Bull,42.964,-110.60973,3,21,3.9,77,24.6,75.40
2006,Blind Bull,42.964,-110.60973,4,33,1.9,80,28.5,285.30
2006,Blind Bull,42.964,-110.60973,5,41,1,63,28.7,906.60
2006,Old Battle,41.15397,-106.96937,1,28,7.8,74,19.6,97.70
2006,Old Battle,41.15397,-106.96937,2,17,3.8,92,27.3,86.60
2006,Old Battle,41.15397,-106.96937,3,22,6.5,89,31.1,109.70
2006,Old Battle,41.15397,-106.96937,4,30,5,105,37.6,1086.00
2006,Old Battle,41.15397,-106.96937,5,30,2.4,96,41.5,1983.00
2006,Kolob,37.52664,-113.05386,1,26,4.2,18,2.5,8.49
2006,Kolob,37.52664,-113.05386,2,29,2.7,34,6.7,5.94
2006,Kolob,37.52664,-113.05386,3,27,11.4,36,9.4,15.80
2006,Kolob,37.52664,-113.05386,4,38,2.8,79,20.8,13.80
2006,Kolob,37.52664,-113.05386,5,49,0.5,42,14.4,5.17
2006,Beartown,37.71409,-107.51212,1,25,3.4,25,4.8,30.90
2006,Beartown,37.71409,-107.51212,2,20,2.2,39,7.9,30.80
2006,Beartown,37.71409,-107.51212,3,28,7.2,38,8.9,43.20
2006,Beartown,37.71409,-107.51212,4,27,3.4,67,16,101.00
2006,Beartown,37.71409,-107.51212,5,29,1.4,37,11.8,398.80
2006,Midway Valley,37.56933,-112.83849,1,24,5.7,22,4.8,8.49
2006,Midway Valley,37.56933,-112.83849,2,26,3,44,10.5,5.94
2006,Midway Valley,37.56933,-112.83849,3,24,11.5,47,13.5,15.80
2006,Midway Valley,37.56933,-112.83849,4,35,3.4,91,25,13.80
2006,Midway Valley,37.56933,-112.83849,5,45,0.5,59,23,5.17
2006,Gutz Peak,37.49617,-113.94235,1,33,1.2,2,0.4,123.00
2006,Gutz Peak,37.49617,-113.94235,2,34,1.4,5,1.5,126.80
2006,Gutz Peak,37.49617,-113.94235,3,34,7.3,0,0,303.00
2006,Gutz Peak,37.49617,-113.94235,4,45,2.5,8,3.6,370.50
2006,Gutz Peak,37.49617,-113.94235,5,57,0,0,0,224.10
2007,Old Battle,41.15397,-106.96937,1,22,3.5,44,12.4,73.10
2007,Old Battle,41.15397,-106.96937,2,0,7,54,14.8,77.70
2007,Old Battle,41.15397,-106.96937,3,6,3.1,80,20.7,741.00
2007,Old Battle,41.15397,-106.96937,4,28,3.2,79,23.8,940.70
2007,Old Battle,41.15397,-106.96937,5,42,2.5,68,25.5,1491.00
2007,Lizard Head Pass,37.79926,-107.92426,1,14,1.1,25,6.2,47.90
2007,Lizard Head Pass,37.79926,-107.92426,2,7,3.7,39,7.3,49.50
2007,Lizard Head Pass,37.79926,-107.92426,3,2,1.9,53,11,93.60
2007,Lizard Head Pass,37.79926,-107.92426,4,25,3.2,34,10.5,137.20
2007,Lizard Head Pass,37.79926,-107.92426,5,32,4.1,15,5.3,672.50
2007,Copper Mountain,39.48954,-106.17095,1,17,1.3,30,6.6,23.46
2007,Copper Mountain,39.48954,-106.17095,2,20,1.5,37,8.8,23.47
2007,Copper Mountain,39.48954,-106.17095,3,25,1.1,52,11.6,30.60
2007,Copper Mountain,39.48954,-106.17095,4,30,2.7,45,12.8,39.74
2007,Copper Mountain,39.48954,-106.17095,5,39,1.2,34,15.8,273.33
2007,Webster Flat,37.575,-112.90155,1,25,1.8,20,4,8.14
2007,Webster Flat,37.575,-112.90155,2,29,2.7,28,5.8,9.62
2007,Webster Flat,37.575,-112.90155,3,37,1.4,37,8.5,8.81
2007,Webster Flat,37.575,-112.90155,4,40,2.5,2,0.8,6.89
2007,Webster Flat,37.575,-112.90155,5,48,0.6,0,0,5.01
2007,Wolf Creek Summit,37.47922,-106.8017,1,21,6.7,45,13.8,81.70
2007,Wolf Creek Summit,37.47922,-106.8017,2,13,3.6,59,20.4,83.50
2007,Wolf Creek Summit,37.47922,-106.8017,3,0,4.9,68,23.8,487.00
2007,Wolf Creek Summit,37.47922,-106.8017,4,26,4.3,77,28.7,594.00
2007,Wolf Creek Summit,37.47922,-106.8017,5,39,4.6,67,31,1343.00
2007,DIvide Peak ,41.30398,-107.15241,1,18,2.5,35,9.1,37.10
2007,DIvide Peak ,41.30398,-107.15241,2,25,3.8,44,11.6,39.40
2007,DIvide Peak ,41.30398,-107.15241,3,34,3.7,58,15.4,132.70
2007,DIvide Peak ,41.30398,-107.15241,4,38,1.6,55,18,403.90
2007,DIvide Peak ,41.30398,-107.15241,5,48,2.5,23,10.8,788.00
2007,Summit ,39.71796,-106.15802,1,19,1.3,22,5,102.87
2007,Summit ,39.71796,-106.15802,2,24,0.9,32,6.6,72.38
2007,Summit ,39.71796,-106.15802,3,27,0.9,40,8.9,79.27
2007,Summit ,39.71796,-106.15802,4,34,1.7,33,10.2,107.87
2007,Summit ,39.71796,-106.15802,5,43,0.8,7,3.3,691.07
2007,Five Points Lake,40.71785,-110.46721,1,16,1.4,28,7.1,32.10
2007,Five Points Lake,40.71785,-110.46721,2,5,3,32,8.2,25.70
2007,Five Points Lake,40.71785,-110.46721,3,-1,1.1,49,11,31.40
2007,Five Points Lake,40.71785,-110.46721,4,30,1.9,36,12,60.10
2007,Five Points Lake,40.71785,-110.46721,5,33,2.4,23,8.1,291.70
2007,Big Sandy Opening,42.6458,-109.25965,1,11,1.4,26,5.7,58.20
2007,Big Sandy Opening,42.6458,-109.25965,2,19,3.1,32,7.1,54.50
2007,Big Sandy Opening,42.6458,-109.25965,3,29,1,48,10.2,69.80
2007,Big Sandy Opening,42.6458,-109.25965,4,34,1.1,37,10.9,148.80
2007,Big Sandy Opening,42.6458,-109.25965,5,42,1.1,14,5.4,310.30
2007,Lake Irene ,40.41432,-105.8198,1,19,2.4,27,5.9,11.71
2007,Lake Irene ,40.41432,-105.8198,2,15,2.3,50,11.8,11.00
2007,Lake Irene ,40.41432,-105.8198,3,19,2.3,58,15,8.84
2007,Lake Irene ,40.41432,-105.8198,4,24,2.1,77,19.6,9.50
2007,Lake Irene ,40.41432,-105.8198,5,29,1.7,66,22.4,15.93
2007,Nast Lake ,39.29722,-106.60694,1,20,2.3,23,4.4,88.10
2007,Nast Lake ,39.29722,-106.60694,2,24,1.5,32,6.7,139.00
2007,Nast Lake ,39.29722,-106.60694,3,30,1.8,34,8.2,136.60
2007,Nast Lake ,39.29722,-106.60694,4,35,2.4,23,10,108.40
2007,Nast Lake ,39.29722,-106.60694,5,46,1.7,0,0,122.50
2007,Lone Cone,37.89183,-108.19544,1,15,2.4,29,6.9,2.38
2007,Lone Cone,37.89183,-108.19544,2,2,4.8,48,9.3,3.07
2007,Lone Cone,37.89183,-108.19544,3,7,3,65,14.1,6.06
2007,Lone Cone,37.89183,-108.19544,4,25,2.9,38,13.2,11.60
2007,Lone Cone,37.89183,-108.19544,5,36,2.7,0,0,39.80
2007,Midway Valley,37.56933,-112.83849,1,21,2.3,33,8.7,8.14
2007,Midway Valley,37.56933,-112.83849,2,26,4.2,43,11,9.62
2007,Midway Valley,37.56933,-112.83849,3,33,1.5,62,15.2,8.81
2007,Midway Valley,37.56933,-112.83849,4,36,2.8,40,13.9,6.89
2007,Midway Valley,37.56933,-112.83849,5,44,0.8,21,9,5.01
2007,Whiskey Park,41.00289,-106.90848,1,19,3.1,34,8.4,73.10
2007,Whiskey Park,41.00289,-106.90848,2,-1,7.5,50,10.6,77.70
2007,Whiskey Park,41.00289,-106.90848,3,5,2.6,73,18.1,741.00
2007,Whiskey Park,41.00289,-106.90848,4,28,3.1,56,20.6,940.70
2007,Whiskey Park,41.00289,-106.90848,5,37,1.7,36,16,1491.00
2007,Lakefork Basin,40.73785,-110.62121,1,15,1.6,33,7.8,32.10
2007,Lakefork Basin,40.73785,-110.62121,2,2,3.5,39,9,25.70
2007,Lakefork Basin,40.73785,-110.62121,3,1,2,57,12.5,31.40
2007,Lakefork Basin,40.73785,-110.62121,4,29,2.6,49,14.5,60.10
2007,Lakefork Basin,40.73785,-110.62121,5,33,2.3,42,14.2,291.70
2007,Willow Creek,40.34703,-106.09433,1,16,1.7,27,6.3,1.90
2007,Willow Creek,40.34703,-106.09433,2,21,1.1,35,8.8,1.89
2007,Willow Creek,40.34703,-106.09433,3,24,1.2,52,11.8,1.86
2007,Willow Creek,40.34703,-106.09433,4,31,0.9,49,14.4,1.89
2007,Willow Creek,40.34703,-106.09433,5,39,1.1,44,15.8,5.93
2007,Mineral Creek,37.84747,-107.72657,1,12,2,25,6.1,24.80
2007,Mineral Creek,37.84747,-107.72657,2,5,2.7,33,8.1,22.00
2007,Mineral Creek,37.84747,-107.72657,3,0,2.3,46,10.8,29.40
2007,Mineral Creek,37.84747,-107.72657,4,27,4.3,35,11.9,56.00
2007,Mineral Creek,37.84747,-107.72657,5,33,2.8,24,9.2,282.10
2007,Dry Lake,40.53397,-106.7813,1,22,2.1,30,8.3,131.70
2007,Dry Lake,40.53397,-106.7813,2,-2,6.4,44,10.3,106.70
2007,Dry Lake,40.53397,-106.7813,3,4,2.8,67,16.7,265.90
2007,Dry Lake,40.53397,-106.7813,4,31,2,40,14.7,577.90
2007,Dry Lake,40.53397,-106.7813,5,43,1.7,18,0,1540.00
2007,Upper San Juan,37.48576,-106.83535,1,10,7.4,36,8.3,81.70
2007,Upper San Juan,37.48576,-106.83535,2,17,4.2,68,15,83.50
2007,Upper San Juan,37.48576,-106.83535,3,-5,3.6,77,19.2,487.00
2007,Upper San Juan,37.48576,-106.83535,4,17,4.5,57,18.6,594.00
2007,Upper San Juan,37.48576,-106.83535,5,41,4.5,42,18.1,1343.00
2007,Gardner Peak,37.40083,-113.45988,1,26,1.5,14,2.9,75.20
2007,Gardner Peak,37.40083,-113.45988,2,32,2.5,19,4.2,70.20
2007,Gardner Peak,37.40083,-113.45988,3,39,1.1,31,6.7,66.50
2007,Gardner Peak,37.40083,-113.45988,4,42,1.4,17,6,59.40
2007,Gardner Peak,37.40083,-113.45988,5,52,0.2,0,0,14.80
2007,Baker butte,34.4566,-111.40643,1,32,2.9,8,1.6,0.00
2007,Baker butte,34.4566,-111.40643,2,38,2.7,24,4.3,0.00
2007,Baker butte,34.4566,-111.40643,3,45,2,13,5.1,0.00
2007,Baker butte,34.4566,-111.40643,4,49,0.2,0,0,0.29
2007,Baker butte,34.4566,-111.40643,5,57,0.1,0,0,6.89
2007,Silver Creek Divide,33.37106,-108.70618,1,19,3.9,6,1.4,35.40
2007,Silver Creek Divide,33.37106,-108.70618,2,23,3.3,12,5.1,41.70
2007,Silver Creek Divide,33.37106,-108.70618,3,27,2.4,26,7.5,88.80
2007,Silver Creek Divide,33.37106,-108.70618,4,32,1.7,17,7.2,53.10
